"Display item quantities","Toplam ürün adedini göster"
"Display number of items in cart","Sepetteki ürün sayısını göster"
"Display number of items in wishlist","Takip listesindeki ürün sayısını göster"
"Easy access to your order history and status","Sipariş geçmişiniz ve siparişlerinizin durumu için kolay erişim"
"Edit","Düzelt"
"Edit Address","Adresi Düzelt"
"Edit Billing Address","Fatura Adresini Düzelt"
"Edit Condition","Durumu Düzenle"
"Edit Items","Ürünleri Düzelt"
"Edit Shipping Address","Teslimat Adresini Düzelt"
"Edit Terms and Conditions","Kullanım Şartları Metnini Düzenle"
"Edit Your Cart","Sepeti Düzenle"
"Edit item","Satırı düzenle"
"Edit item parameters","Satır parametrelerini düzenle"
"Email Address","Email Adresi"
"Enable Onepage Checkout","Tek Sayfada Alışveriş Bitirmeyi Kullan"
"Enable Terms and Conditions","Kullanım Şartları Sözleşmesini Göster"
"Enabled","Açık"
"Enter a New Address","Yeni Bir Adres Giriniz"
"Enter your coupon code if you have one.","Kupon kodunuz varsa giriniz."
"Enter your destination to get a shipping estimate.","Kargo ücretinin hesaplanması için siparişinizin teslim edileceği yeri seçiniz."
"Estimate Shipping and Tax","Hesaplanan Kargo Ücreti ve Vergi"
"Excl. Tax","Vergi Hariç"
"Fast and easy check out","Hızlı ve Kolay Sipariş"
"Fax","Faks"
"Forgot an Item?","Unuttuğunuz bir şey mi var ?"
"Forgot your password?","Şifrenizi mi unuttunuz ?"
"Get a Quote","Fiyat Al"
"Get list of available payment methods","Kullanılabilir tahsilat yöntemlerinin listesini göster"
"Get list of available shipping methods","Kullanılabilir teslimat yöntemlerinin listesini göster"
"Get list of products in shopping cart","Sepetteki ürünlerin listesini göster"
"Get terms and conditions","Kullanım Şartlarını göster"
"Get total prices for shopping cart","Sepetin toplamını al"
"Gift Message","Hediye Mesajı"
"Grand Total:","Genel Toplam :"
"Grouped Product Image","Grup Ürün Resmi"
"HTML","HTML"
"ID","No"
"Incl. Tax","Vergi Dahil"
"Invalid checkout type.","Hatalı alışveriş bitirme tipi."
"Invalid data.","Hatalı veri."
"Invalid email address ""%s""","Hatalı e-mail adresleri ""%s"""
"Invalid method: %s","Hatalı yöntem: %s"
"Invalid shipping method.","Hatalı teslimat yöntemi."
"Item not found or already ordered","Ürün bulunamadı veya zaten siparişe eklendi"
"Items","Ürünler"
"Items After","Satırlar"
"Items Before","Ürünler ...den önce"
"Load customer quote error","Müşteri fiyatı çekilirken hata oluştu"
"Loading next step...","Bir sonraki adım yükleniyor..."
"Login","Giriş"
"Login/Registration Before","Üye Giriş / Üye Kayıt Formu"
"Manage Terms and Conditions","Kullanım Sözleşmelerini Yönet"
"Maximum Display Recently Added Item(s)","En Son Eklenen Ürünler Kutusundaki Ürün Adedi"
"Maximum qty allowed for Shipping to multiple addresses is %s","Birden fazla adrese gönderim için gereken en fazla adet : %s"
"Minimum order amount is %s","Sipariş tutarı en az %s olmalıdır"
"Move","Taşı"
"Move to Wishlist","Takip Listesine Taşı"
"Multishipping Checkout","Birden Çok Adrese Teslimle Alışveriş Bitirme"
"Multishipping Checkout Address (Any) Form","Birden Çok Adrese Teslimle Alışveriş Bitirme - Adres Formu"
"Multishipping Checkout Billing Address Creation","Birden Çok Adrese Teslimle Alışveriş Bitirme - Ödeme Adresi Oluşturma"
"Multishipping Checkout Billing Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Bitirme -  Billing Address Edit Form"
"Multishipping Checkout Billing Address Selection","Birden Çok Adrese Teslimle Alışveriş Bitirme -  Billing Address Selection"
"Multishipping Checkout Billing Information Step","Birden Çok Adrese Teslimle Alışveriş Bitirme - Billing Information Step"
"Multishipping Checkout Customer Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Bitirme - Customer Address Edit Form"
"Multishipping Checkout Overview","Birden Çok Adrese Teslimle Alışveriş Bitirme - Önizleme"
"Multishipping Checkout Shipping Address Creation","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Address Creation"
"Multishipping Checkout Shipping Address Edit Form","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Address Edit Form"
"Multishipping Checkout Shipping Address Selection","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Address Selection"
"Multishipping Checkout Shipping Information Step","Birden Çok Adrese Teslimle Alışveriş Bitirme - Shipping Information Step"
"Multishipping Checkout Success","Birden Çok Adrese Teslimle Alışveriş Bitirme - Tamamlandı"
"My Cart","Sepetim"
"My Cart (%s item)","Sepetim (%s ürün)"
"My Cart (%s items)","Sepetim(%s ürün)"
"My Cart Link","Sepetim Bağlantısı"
"New Address","Yeni Adres"
"New Condition","Durum Ekle"
"New Terms and Conditions","Yeni Kullanım Sözleşmesi Ekle"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","SİPARİŞ TOPLAMI SİPARİŞ GÖNDERİLMEDEN HEMEN ÖNCE GÖSTERİLECEKTİR"
"One Page Checkout","Tek Sayfada Alışveriş Bitirme"
"One Page Checkout Failure","Tek Sayfada Alışveriş Bitirme Hatası"
"One Page Checkout Overview","Tek Sayfada Alışveriş Bitirme Önizlemesi"
"One Page Checkout Success","Tek Sayfada Alışveriş Bitirme Başarılı"
"One item of products do not have identifier or sku","Ürünlerden bir tanesinin tanımlayıcı bilgisi veya SKU verisi yok"
"One item of products is not belong any of quote item","Ürünlerden bir tanesi hiç bir sepet satırına bağlı değil"
"Order #","Sipariş #"
"Order Review","Sipariş Gözden Geçir"
"Order Success","Sipariş Başarılı"
"Order place error.","Sipariş kaydetme hatası."
"Other Items in Your Order","Siparişinizdeki diğer ürünler"
"Overview Items After","Sipariş Önizleme"
"Password","Şifre"
"Payment Failed Email Reciever","Ödeme Sistemi Sorunları İçin Bildirim Maili Alıcısı"
"Payment Failed Email Sender","Ödeme Sistemi Sorunları İçin Bildirim Maili Göndericisi"
"Payment Failed Emails","Ödeme Sistemi Sorunları Mailleri"
"Payment Failed Template","Ödeme Sistemi Sorunları Mailleri için Şablon"
"Payment Information","Ödeme Bilgisi"
"Payment Method","Tahsilat Yöntemi"
"Payment Methods After Checkout Button","Ödeme Yöntemleri Alışveriş Bitirme Butonundan Sonra Gelsin"
"Payment Methods Before Checkout Button","Ödeme Yöntemleri Alışveriş Bitirme Butonundan Önce Gelsin"
"Payment method information","Tahsilat yöntemi bilgisi"
"Payment method is not defined","Tahsilat yöntemi ayarlanmadı"
"Payment methods in shopping cart","Sepetteki tahsilat yöntemleri"
"Payment profile # %s: ""%s"".","Ödeme profili # %s: ""%s""."
"Place Order","Sipariş Ver"
"Please agree to all Terms and Conditions before placing the order.","Lütfen sipariş eklemeden Kullanım Koşullarını okuyup onaylayınız."
"Please agree to all Terms and Conditions before placing the orders.","Lütfen sipariş eklemeden Tüm Kullanım Koşullarını okuyup onaylayınız."
"Please agree to all the terms and conditions before placing the order.","Siparişi kaydetmeden önce kullanım koşullarını kabul etmeniz gerekiyor."
"Please check billing address information.","Lütfen fatura adresini kontrol ediniz."
"Please check shipping address information.","Lütfen teslimat adresini kontrol ediniz."
"Please check shipping addresses information.","Lütfen teslimat adreslerini kontrol ediniz."
"Please choose to register or to checkout as a guest","Üye kaydı yapabilir veya misafir olarak alışverişi tamamlayabilirsiniz"
"Please log in below:","Lütfen giriş yapınız :"
"Please select region, state or province","Lütfen bölge, eyalet veya şehir seçiniz"
"Please select shipping address for applicable items","Lütfen gereken ürünler için Teslimat Adresi giriniz"
"Please select shipping methods for all addresses","Lütfen bütün adresler için bir teslimat yöntemi seçiniz"
"Please select valid payment method.","Geçerli bir ödeme yöntemi seçiniz."
"Please specify payment method.","Lütfen ödeme yöntemini belirleyiniz."
"Please specify shipping method.","Lütfen teslimat yöntemini belirleyiniz."
"Please specify shipping methods for all addresses.","Lütfen tüm adresler için teslimat yöntemini belirleyiniz."
"Price","Fiyat"
"Proceed to Checkout","Alışverişi Bitir"
"Product","Ürün"
"Product Name","Ürün Adı"
"Products","Ürünler"
"Qty","Adet"
"Qty:","Adet:"
"Quantity was recalculated from %d to %d","%d olan ader %d olarak güncellendi"
"Quote Lifetime (days)","Teklif Geçerlilik Süresi (gün)"
"Quote item does not exist.","Sepet satırı bulunamadı."
"Quote item is not found.","Sepet satırı bulunamadı."
"Recently added item(s)","Daha önce eklenen ürünler"
"Register","Kaydol"
"Register and save time!","Kaydolun ve zamandan kazanın!"
"Register to Create an Account","Yeni bir hesap oluşturun"
"Register with us for future convenience:","Kalitemizi kullanmak için üye olun :"
"Remove Item","Ürün sil"
"Remove This Item","Bu ürünü sil"
"Remove coupon code from shopping cart","İndirim Kupon Kodunu sepetten sil"
"Remove item","Ürün Sil"
"Remove product from shopping cart","Ürünü sepetten sil"
"Remove product(s) from shopping cart","Ürünleri sepetten sil"
"Require Customer To Be Logged In To Checkout","Alışverişi tamamlamak için müşteri giriş yapmalıdır"
"Retrieve information about shopping cart","Sepet hakkında bilgileri al"
"Review Order","Siparişe Gözat"
"Review Order - %s","Siparişe Gözat - %s"
"Sales","Satışlar"
"Save Condition","Durumu Kaydet"
"Save in address book","Adres Defterine kaydet"
"See price before order confirmation.","Siparişi göndermeden önce fiyatına bak."
"Select Address","Adresleri Seçin"
"Select Addresses","Adresleri Seçin"
"Select Shipping Method","Teslimat Yöntemini Seçiniz"
"Select State/Province...","Şehir Seçiniz..."
"Select a billing address from your address book or enter a new address.","Fatura adresi olarak kullanılmak üzere adres defterinizden bir adres seçin veya yeni bir adres ekleyin."
"Select a shipping address from your address book or enter a new address.","Teslimat adresi olarak kullanılmak üzere adres defterinizden bir adres seçin veya yeni bir adres ekleyin."
"Send Payment Failed Email Copy Method","Ödeme Sistemi Sorunları Mailleri için Kopyalama Yöntemi"
"Send Payment Failed Email Copy To","Ödeme Sistemi Sorunu Maili Kopyası Alıcısı"
"Send To","Gönder"
"Separate by "","".",""","" ile ayırarak yazın."
"Set customer for shopping cart","Sepetle Müşteriyi ilişkilendir"
"Set customer's addresses in shopping cart","Müşteri adresini gir"
"Set payment method","Tahsilat yöntemini ayarla"
"Set shipping method","Teslimat yöntemini ayarla"
"Ship to Multiple Addresses","Birden fazla adrese gönder"
"Ship to different address","Başka adrese gönder"
"Ship to this address","Bu adrese gönder"
"Shipping Address","Teslimat Adresi"
"Shipping Information","Teslimat Bilgisi"
"Shipping Method","Teslimat Yöntemi"
"Shipping Methods","Teslimat Yöntemleri"
"Shipping To","Teslimat Alıcısı"
"Shipping information","Teslimat Bilgisi"
"Shipping method has not been selected yet","Teslimat Yöntemi seçilmedi"
"Shipping methods in shopping cart","Sepetteki teslimat yöntemleri"
"Shipping selection is not applicable.","Teslimat seçimi kullanılabilir değil."
"Shopping Cart","Alışveriş Sepeti"
"Shopping Cart Form Before","Alışveriş Sepeti"
"Shopping Cart Sidebar","Alışveriş Sepeti Kolon Kutusu"
"Shopping Cart Sidebar Extra Actions","Alışveriş Sepeti Kenar Kutusu Ekstra İşlemleri"
"Shopping Cart is Empty","Alışveriş Sepetiniz Boş"
"Shopping cart ability to set coupon code","Alışveriş sepetinin indirim kupon kodu elverişliliği"
"Show Content as","İçerik Göster"
"Some of the requested products are not available in the desired quantity.","Sipariş etmek istediğiniz ürünlerden bazıları istediğiniz adette stokta yok."
"Some of the requested products are unavailable.","İstediğiniz ürünlerden bazıları siparişe uygun değil."
"Some products quantities were recalculated because of quantity increment mismatch","Adet artırım hatası nedeniyle bazı ürünlerin adetleri yeniden hesaplandı"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Üzgünüz, kayıtlı olmayan kullanıcılar alışveriş yapamaz. Üye olup alışverişi tamamlayın veya eğer bunun bir hata olduğunu düşünüyorsanız, site yönetimine bildirin."
"Sorry, guest checkout is not enabled. Please try again or contact the store owner.","Üzgünüz, misafir olarak alışveriş tamamlama seçeneği kullanılmamaktadır. Lütfen tekrar deneyiniz veya site yönetimine başvurunuz."
"Sorry, no quotes are available for this order at this time.","Üzgünüz, bu sipariş için teklif bulunamıyor."
"State/Province","Şehir"
"Status","Durum"
"Store View","Mağaza Görünümü"
"Street Address","Adres"
"Street Address %s","Posta Adresi %s"
"Submitting order information...","Sipariş bilgisi gönderiliyor..."
"Subtotal","Ara Toplam"
"Subtotal must exceed minimum order amount","Ara toplam izin verilen en düşük sipariş toplamından fazla olmalıdır"
"Telephone","Telefon"
"Terms and Conditions","Kullanım Koşulları"
"Terms and Conditions Information","Kullanım Koşulları Bilgisi"
"Terms and conditions","Kullanım koşulları"
"Text","Yazı"
"Thank you for your purchase!","Bizi tercih ettiğiniz için teşekkür ederiz !"
"The condition has been deleted","Durum silindi"
"The condition has been saved.","Durum kaydedildi."
"The onepage checkout is disabled.","Tek sayfada alışveriş bitirme kapalı."
"The product could not be found.","Ürün bulunamadı."
"The product does not exist.","Ürüne kaydına ulaşılamıyor."
"There are <a href=""%s"">%s items</a> in your cart.","Sepetinizde <a href=""%s"">%s ürün</a> var."
"There is <a href=""%s"">1 item</a> in your cart.","Sepetinizde <a href=""%s"">1 ürün</a> var."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Sitemizde aynı mail adresiyle kayıtlı bir müşterimiz zaten var. Eğer bu sizseniz lütfen giriş yapınız. Eğer siz değilseniz girdiğiniz e-mail adresini kontrol ediniz veya başka bir mail adresi ile üye olunuz."
"There was an error processing your order. Please contact us or try again later.","Siparişiniz işlenirken hata oluştu. Lütfen daha sonra tekrar deneyiniz veya bizimle bağlantı kurunuz."
"This condition no longer exists.","Bu durum kaydı artık yok."
"Total","Toplam"
"Total for this address","Bu adres için toplam"
"Unable to set Payment Method.","Ödeme yöntemi seçilemedi."
"Unit Price","Adet Fiyatı"
"Update Cart","Sepeti Güncelle"
"Update Qty &amp; Addresses","Adet &amp; Adres bilgisini güncelle"
"Update Shopping Cart","Sepeti Güncelle"
"Update Total","Toplamı Güncelle"
"Update product quantities in shopping cart","Sepetteki ürün adetlerini güncelle"
"Update product(s) quantities in shopping cart","Sepetteki ürün adetlerini güncelle"
"Use Billing Address","Fatura Adresini Kullan"
"VAT Number","Vergi Numarası"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Siparişiniz işleme alındı. En kısa zamanda size sipariş detaylarınızla ilgili bir mail göndereceğiz. Siparişiniz kargoya verilince teslimatla ilgili bir mail daha alacaksınız."
"What's this?","Bu nedir?"
"You have no items in your shopping cart.","Sepetinizde hiç ürün yok."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Size siparişiniz için bir onay maili göndereceğiz. Bu mail aynı zamanda siparişinize ulaşmanızı ve izlemenizi sağlayacak."
"Your Checkout Progress","Sipariş Durumunuz"
"Your billing agreement # is: %s.","Ödeme sözleşmesi kaydınız #: %s."
"Your order # is: %s.","Siparişiniz #: %s."
"Your order cannot be completed at this time as there is no payment methods available for it.","Kullanılabilir bir ödeme yöntemi olmadığı için siparişinizi tamamlanamıyor."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Kullanılabilir bir teslimat yöntemi olmadığı için siparişinizi tamamlanamıyor. Adres bilgilerinizde gerekli değişiklikleri yapınız veya eksik bilgileri tamamlayınız."
"Your order has been received.","Siparişiniz alındı."
"Your order number is ","Sipariş Numaranız "
"Your recurring payment profiles:","Periyodik ödeme profilleriniz:"
"Zip/Postal Code","Zip/Posta Kodu"
