"Discount Amount","İndirim Toplamı"
"Discount Description","İndirim Açıklaması"
"Edit","Düzelt"
"Edit %s ACL attribute rules","%s Erişim Kontrol Listesi özellik kurallarını düzenle"
"Edit Role","Rolü Düzelt"
"Edit attribute rules for %s Role","%s Rolü için özellik kurallarını düzenle"
"Email","E-mail"
"Enable Qty Increments","Adet artırımını aktifleştir"
"Exclude","Hariç tut"
"File Content","Dosya İçeriği"
"File MIME Type","Dosya MIME Tipi"
"File Name","Dosya Adı"
"Final Price With Tax","Vergi Dahil Son Fiyat"
"Final Price Without Tax","Vergi Hariç Son Fiyat"
"First Name","Adı"
"Gift Message","Hediye Mesajı"
"Grand Total","Genel Toplam"
"Grand Total to Be Charged","Tahsil Edilecek Genel Toplam"
"Group","Grup"
"Guest","Misafir"
"Has Custom Options","Özel Seçenekleri Var"
"ID","No"
"Inventory Data","Stok Envanter Verisi"
"Invoiced Qty","Faturalanan Adet"
"Is Confirmed","Onaylandı mı"
"Is Default Billing Address","Varsayılan Fatura Adresi mi ?"
"Is Default Shipping Address","Varsayılan Teslimat Adresi mi ?"
"Item ID","Ürün No"
"Item Subtotal","Ürün Ara Toplam"
"Item Subtotal Including Tax","Ürün Ara Toplam ( Vergi Dahil )"
"Label","Etiket"
"Last Logged In","Son Giriş"
"Last Name","Soyadı"
"Low Stock Date","Düşük Stok Tarihi"
"Manage Stock","Stok Yönetimi"
"Maximum Qty Allowed in Shopping Cart","Sepette izin verilen en yüksek adet"
"Minimum Qty Allowed in Shopping Cart","Sepette izin verilen en düşük adet"
"New Role","Yeni Rol"
"Notify for Quantity Below","Stok Uyarısı İçin Miktar"
"OAuth","OAuth"
"Order","Sipariş"
"Order Addresses","Sipariş Adresleri"
"Order Comments","Sipariş Yorumları"
"Order Currency","Sipariş Para Birimi"
"Order Date","Sipariş Tarihi"
"Order ID","Sipariş No"
"Order ID (internal)","Sipariş No (iç)"
"Order Item ID","Sipariş Satır No"
"Order Items","Sipariş Satırları"
"Order Status","Sipariş Durumu"
"Ordered Qty","Sipariş Verilen Adet"
"Orders","Siparişler"
"Original Price","Orjinal Fiyat"
"Parent Order Item ID","Üst Sipariş Satır No"
"Payment Method","Tahsilat Yöntemi"
"Phone Number","Telefon No"
"Placed from IP","Siparişi Ekleyenin IP Adresi"
"Please enter a valid number in ""max_sale_qty"" field","Lütfen ""max_sale_qty"" alanına geçerli bir rakamsal veri giriniz"
"Please enter a valid number in ""min_qty"" field","Lütfen ""min_qty"" alanına geçerli bir rakamsal veri giriniz"
"Please enter a valid number in ""min_sale_qty"" field","Lütfen ""min_sale_qty"" alanına geçerli bir rakamsal veri giriniz"
"Please enter a valid number in ""notify_stock_qty"" field","Lütfen ""notify_stock_qty"" alanına geçerli bir rakamsal veri giriniz"
"Please use numbers only in ""category_id"" field.","Lütfen ""category_id"" alanında sadece rakam kullanınız."
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","Lütfen ""qty_increments"" alanında sadece rakam kullanınız. Harf, boşluk veya noktalama işaretleri kullanmayınız."
"Position","Pozisyon"
"Price","Fiyat"
"Price Including Tax","Fiyat (Vergi Dahil)"
"Product","Ürün"
"Product Category","Ürün Kategorisi"
"Product ID","Ürün No"
"Product Image","Ürün Resmi"
"Product Type","Ürün Tipi"
"Product URL","Ürün Adresi (URL)"
"Product Website","Ürün Web Sitesi"
"Product and Custom Options Name","Ürün ve Özel Seçenek Adı"
"Qty","Adet"
"Qty Increments","Adet Artırımı"
"Qty Uses Decimals","Adet alanında ondalıklı rakam kullanılabilir"
"Qty for Item's Status to Become Out of Stock","Ürünün Stokta Yok Olarak Gözükmesi İçin Gerekli Adet"
"REST - Attributes","REST - Özellikler"
"REST - Roles","REST - Roller"
"REST ACL Attributes","REST Erişim Kontrol Listesi Özellikleri"
"REST Attributes","REST Özellikleri"
"REST Role","REST Rolü"
"REST Roles","REST Rolleri"
"REST Roles Information","REST Rol Bilgisi"
"Read","Oku"
"Refunded Qty","İade Edilen Adet"
"Regular Price With Tax","Normal Fiyat (Vergi Dahil)"
"Regular Price Without Tax","Normal Fiyat (Vergi Hariç)"
"Rest Roles","Rest Rolleri"
"Retrieve","Al"
"Role ""%s"" no longer exists","""%s"" adlı rol bulunamıyor"
"Role ""%s"" not found.","""%s"" adlı rol bulunamıyor."
"Role API Resources","Rol API Kaynakları"
"Role Info","Rol Bilgisi"
"Role Information","Rol Bilgisi"
"Role Name","Rol Ado"
"Role Users","Rol Kullanıcıları"
"Role has been deleted.","Rol silindi."
"Roles","Roller"
"SKU","SKU"
"Salability Status","Satılabilirlik Durumu"
"Sales","Siparişler"
"Save","Kaydet"
"Shipped Qty","Kargolanan Adet"
"Shipping Amount","Teslimat Ücreti Toplamı"
"Shipping Discount","Teslimat Ücreti İndirimi"
"Shipping Including Tax","Teslimat Ücreti (Vergi Dahil)"
"Shipping Method","Teslimat Yöntemi"
"Shipping Tax","Teslimat Vergisi"
"State","Şehir"
"Stock Availability","Stok Durumu"
"Stock ID","Stok No"
"Stock Item","Stok Ürünü"
"Stock Status","Stock Durumu"
"Store Currency to Order Currency Rate","Mağaza Dövizinden Sipariş Dövizine Çevrim Kuru"
"Store Name","Mağaza Adı"
"Street","Sokak"
"Subtotal","Ara Toplam"
"Subtotal Including Tax","Ara Toplam (Vergi Dahil)"
"System","Sistem"
"Tax Amount","Vergi Toplamı"
"Tax Name","Vergi Adı"
"Tax Percent","Vergi Yüzdesi"
"Tax Rate","Vergi Oranı"
"The ""enable_qty_increments"" field must be set to 0 or 1.","""enable_qty_increments"" alanındaki veri 0 veya 1 olmalıdır."
"The ""is_decimal_divided"" field must be set to 0 or 1.","""is_decimal_divided"" alanındaki veri 0 veya 1 olmalıdır."
"The ""is_in_stock"" field must be set to 0 or 1.","""is_in_stock"" alanındaki veri 0 veya 1 olmalıdır."
"The ""is_qty_decimal"" field must be set to 0 or 1.","""is_qty_decimal"" alanındaki veri 0 veya 1 olmalıdır."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","""is_qty_decimal"" field must be set to 0, 1, or 2."
"The ""manage_stock"" field must be set to 0 or 1.","""manage_stock"" alanındaki veri 0 veya 1 olmalıdır."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","""stock_status_changed_auto"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_backorders"" field must be set to 0 or 1.","""use_config_backorders"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","""use_config_enable_qty_inc"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","""use_config_manage_stock"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","""use_config_max_sale_qty"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_min_qty"" field must be set to 0 or 1.","""use_config_min_qty"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","""use_config_min_sale_qty"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","""use_config_notify_stock_qty"" alanındaki veri 0 veya 1 olmalıdır."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","""use_config_qty_increments"" alanındaki veri 0 veya 1 olmalıdır."
"The attribute rules were saved.","Özellik kuralları kaydedildi."
"The role has been saved.","Rol kaydedildi."
"The role is a special one and not for assigning it to admin users.","Bu rol, özel bir rol olduğu için yönetici kullanıcılara bağlanamaz."
"Total Due","Toplam Ödenecek"
"Total Paid","Toplam Ödenen"
"Total Refunded","Toplam İade Edilen"
"Total Reviews Count","Toplam Yorum Sayısı"
"Type","Tip"
"URL","URL"
"Update","Güncelle"
"Use Config Settings for Allow Gift Message","Hediye Mesajına İzin Ver alanı için genel ayar değerini kullan"
"Use Config Settings for Allow Gift Wrapping","Hediye Paketi  alanı için genel ayar değerini kullan"
"Use Config Settings for Backorders","Önsiparişler  alanı için genel ayar değerini kullan"
"Use Config Settings for Enable Qty Increments","Adet Artırımına İzin Ver  alanı için genel ayar değerini kullan"
"Use Config Settings for Manage Stock","Stok Yönetimi  alanı için genel ayar değerini kullan"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","Sepette İzin Verilen En Yüksek Adet  alanı için genel ayar değerini kullan"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","Sepette İzin Verilen En Düşük Adet   alanı için genel ayar değerini kullan"
"Use Config Settings for Notify for Quantity Below","Stok Uyarısı İçin Miktar alanı için genel ayar değerini kullan"
"Use Config Settings for Qty Increments","Adet Artırımına İzin Ver alanı için genel ayar değerini kullan"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","Ürünün Stokta Yok Olarak Gözükmesi İçin Gerekli Adet alanı için genel ayar değerini kullan"
"User Type","Kullanıcı Tipi"
"User type ""%s"" no longer exists","""%s"" adlı Kullanıcı Tipi bulunamıyor"
"User type ""%s"" not found.","""%s"" adlı Kullanıcı Tipi bulunamıyor."
"Web Services","Web Servisleri"
"Web services","Web servisleri"
"Write","Yaz"
"ZIP/Postal Code","Posta Kodu"
