"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","Klicka <a href=""%s"" onclick=""this.target=\'_blank\'"">här</a> för att skriva ut en kopia av din orderbekräftelse."
"Click <a href=""%s"">here</a> to continue shopping.","<a href=""%s"">Fortsätt handla</a>"
"Close","Stäng"
"Company","Företag"
"Condition Name","Villkor namn"
"Configurable Product Image","Bild för konfigurerbar produkt"
"Configure Cart Item","Ändra artikel i varukorg"
"Confirm Password","Bekräfta lösenord"
"Content","Innehåll"
"Content Height","Höjd på innehåll"
"Content Height (css)","Höjd på innehåll (CSS)"
"Continue","Nästa"
"Continue Shopping","Fortsätt handla"
"Continue to Billing Information","Fortsätt till fakturaadress"
"Continue to Review Your Order","Fortsätt till granska beställning"
"Continue to Shipping Information","Fortsätt till leveransadress"
"Country","Land"
"Coupon code ""%s"" is not valid.","Kupongkod ""%s"" är inte giltig."
"Coupon code ""%s"" was applied.","Kupongkod ""%s"" har tillämpats."
"Coupon code was canceled.","Kupongkod togs bort."
"Create Billing Address","Skapa fakturaadress"
"Create Shipping Address","Skapa leveransadress"
"Create an order from shopping cart","Skapa en order av varukorgen"
"Create shopping cart","Skapa varukorg"
"Customer Address is not valid.","Adressen är inte giltig."
"Customer Information","Kundinformation"
"Customer's information","Kunds information"
"Data saving problem","Ett fel uppstod när data skulle sparas"
"Default Billing","Förvald fakturaadress"
"Default Shipping","Förvald leveransadress"
"Delete Condition","Ta bort villkor"
"Details","Detaljer"
"Disabled","Inaktiverad"
"Discount Codes","Rabattkoder"
"Display Cart Summary","Visa sammanfattning av varukorg"
"Display Shopping Cart Sidebar","Visa varukorg i sidoblock"
"Display item quantities","Visa antal för artiklar"
"Display number of items in cart","Visa antal artiklar i varukorg"
"Display number of items in wishlist","Visa antal artiklar i önskelista"
"Easy access to your order history and status","Enkel översikt för status och historik"
"Edit","Ändra"
"Edit Address","Ändra adress"
"Edit Billing Address","Ändra fakturaadress"
"Edit Condition","Redigera villkor"
"Edit Items","Ändra artiklar"
"Edit Shipping Address","Ändra leveransadress"
"Edit Terms and Conditions","Ändra köpvillkor"
"Edit Your Cart","Ändra varukorgen"
"Edit item","Ändra artikel"
"Edit item parameters","Ändra alternativ för artikel"
"Email Address","E-postadress"
"Enable Onepage Checkout","Aktivera förenklad kassa"
"Enable Terms and Conditions","Aktivera köpvillkor"
"Enabled","Aktiverad"
"Enter a New Address","Ange en ny adress"
"Enter your coupon code if you have one.","Om du har en kupongkod så ange den här."
"Enter your destination to get a shipping estimate.","Välj leveransadress för att få ett fraktpris."
"Estimate Shipping and Tax","Beräkna frakt och moms"
"Excl. Tax","Exkl. moms"
"Fast and easy check out","Snabb och enkel kassa"
"Fax","Fax"
"Forgot an Item?","Glömt en artikel?"
"Forgot your password?","Glömt ditt lösenord?"
"Get a Quote","Beräkna ett pris"
"Get list of available payment methods","Hämta en lista på tillgängliga betalningssätt"
"Get list of available shipping methods","Hämta en lista på tillgängliga fraktsätt"
"Get list of products in shopping cart","Hämta en lista på produkter i varukorg"
"Get terms and conditions","Hämta köpvillkor"
"Get total prices for shopping cart","Hämta priser totalt för varukorgen"
"Gift Message","Presentmeddelande"
"Grand Total:","Totalt:"
"Grouped Product Image","Bild för grupperad produkt"
"HTML","HTML"
"ID","Id"
"Incl. Tax","Inkl. moms"
"Invalid checkout type.","Ogiltig kassametod."
"Invalid data.","Ogiltig data."
"Invalid email address ""%s""","Ogiltig e-postadress ""%s"""
"Invalid method: %s","Ogiltig metod: %s"
"Invalid shipping method.","Ogiltigt fraktsätt."
"Item not found or already ordered","Artikeln kunde inte hittas eller är redan i beställning"
"Items","Artiklar"
"Items After","Items After"
"Items Before","Items Before"
"Load customer quote error","Et fel uppstod när prisberäkning skulle hämtas"
"Loading next step...","Laddar nästa steg..."
"Login","Inloggning"
"Login/Registration Before","Login/Registration Before"
"Manage Terms and Conditions","Hantera köpvillkor"
"Maximum Display Recently Added Item(s)","Max antal senast tillagda artiklar"
"Maximum qty allowed for Shipping to multiple addresses is %s","Max tillåtet antal för leverans till flera adresser är %s"
"Minimum order amount is %s","Minimum belopp för beställning är %s"
"Move","Flytta"
"Move to Wishlist","Flytta till önskelista"
"Multishipping Checkout","Kassa med flera leveransadresser"
"Multishipping Checkout Address (Any) Form","Multishipping Checkout Address (Any) Form"
"Multishipping Checkout Billing Address Creation","Multishipping Checkout Billing Address Creation"
"Multishipping Checkout Billing Address Edit Form","Multishipping Checkout Billing Address Edit Form"
"Multishipping Checkout Billing Address Selection","Multishipping Checkout Billing Address Selection"
"Multishipping Checkout Billing Information Step","Multishipping Checkout Billing Information Step"
"Multishipping Checkout Customer Address Edit Form","Multishipping Checkout Customer Address Edit Form"
"Multishipping Checkout Overview","Multishipping Checkout Overview"
"Multishipping Checkout Shipping Address Creation","Multishipping Checkout Shipping Address Creation"
"Multishipping Checkout Shipping Address Edit Form","Multishipping Checkout Shipping Address Edit Form"
"Multishipping Checkout Shipping Address Selection","Multishipping Checkout Shipping Address Selection"
"Multishipping Checkout Shipping Information Step","Multishipping Checkout Shipping Information Step"
"Multishipping Checkout Success","Multishipping Checkout Success"
"My Cart","Min varukorg"
"My Cart (%s item)","Min varukorg (%s artikel)"
"My Cart (%s items)","Min varukorg (%s artiklar)"
"My Cart Extra Actions","My Cart Extra Actions"
"My Cart Link","Länk till varukorg"
"New Address","Ny adress"
"New Condition","Nytt villkor"
"New Terms and Conditions","Nytt köpvillkor"
"No Payment Methods","Inga betalningssätt"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","TOTALT FÖR BESTÄLLNING VISAS INNAN DU SKICKAR IN DEN"
"One Page Checkout","Förenklad kassa"
"One Page Checkout Failure","Ett fel uppstod för förenklad kassa"
"One Page Checkout Overview","Översikt förenklad kassa"
"One Page Checkout Success","Förenklad kassa lyckades"
"One item of products do not have identifier or sku","En av produkterna har inget art. nr."
"One item of products is not belong any of quote item","One item of products is not belong any of quote item"
"Order #","Beställning nr."
"Order Review","Granska beställning"
"Order Success","Beställningen lyckades"
"Order place error.","Ett fel uppstod när beställningen skulle göras."
"Other Items in Your Order","Andra artiklar i din beställning"
"Overview Items After","Overview Items After"
"Password","Lösenord"
"Payment Failed Email Reciever","E-postmottagare betalning misslyckades"
"Payment Failed Email Sender","E-postavsändare betalning misslyckades"
"Payment Failed Emails","E-post betalning misslyckades"
"Payment Failed Template","E-postmall betalning misslyckades"
"Payment Information","Information om betalning"
"Payment Method","Betalningssätt"
"Payment Methods After Checkout Button","Payment Methods After Checkout Button"
"Payment Methods Before Checkout Button","Payment Methods Before Checkout Button"
"Payment method information","Information betalningssätt"
"Payment method is not defined","Betalningssätt har inte angetts"
"Payment methods in shopping cart","Betalningssätt i varukorg"
"Payment profile # %s: ""%s"".","Payment profile # %s: ""%s""."
"Place Order","Slutför beställning"
"Please agree to all Terms and Conditions before placing the order.","Vänligen godkänn köpvillkor innan du slutför beställningen."
"Please agree to all Terms and Conditions before placing the orders.","Vänligen godkänn alla köpvillkor innan du slutför beställningen."
"Please agree to all the terms and conditions before placing the order.","Vänligen godkänn alla köpvillkor innan du slutför beställningen."
"Please check billing address information.","Vänligen kolla fakturaadress."
"Please check shipping address information.","Vänligen kolla leveransadress."
"Please check shipping addresses information.","Vänligen kolla leveransadresser."
"Please choose to register or to checkout as a guest","Välj att skapa ett konto eller genomföra köp som gäst"
"Please log in below:","Logga in nedan:"
"Please select region, state or province","Välj region"
"Please select shipping address for applicable items","Välj leveransadress för tillämpliga artiklar"
"Please select shipping methods for all addresses","Välj fraktsätt för alla adresser"
"Please select valid payment method.","Välj ett giltigt betalningssätt."
"Please specify payment method.","Ange ett betalningssätt."
"Please specify shipping method.","Ange ett fraktsätt."
"Please specify shipping methods for all addresses.","Ange fraktsätt för alla adresser."
"Price","Pris"
"Proceed to Checkout","Gå till kassan"
"Product","Produkt"
"Product Name","Produktnamn"
"Products","Produkter"
"Qty","Antal"
"Qty:","Antal:"
"Quantity was recalculated from %d to %d","Antal har räknats om från %d till %d"
"Quote Lifetime (days)","Offertens varaktighet (dagar)"
"Quote item does not exist.","Offertartikel finns inte."
"Quote item is not found.","Offertartikel kunde inte hittas."
"Recently added item(s)","Senast tillagda produkt(er)"
"Register","Skapa ett konto"
"Register and save time!","Skapa ett konto och spara tid!"
"Register to Create an Account","Skapa ett konto"
"Register with us for future convenience:","Om du skapar ett konto kan du handla smidigare i framtiden:"
"Remove Item","Ta bort artikel"
"Remove This Item","Ta bort artikeln"
"Remove coupon code from shopping cart","Ta bort kupongkod från varukorg"
"Remove item","Ta bort artikel"
"Remove product from shopping cart","Ta bort produkt från varukorg"
"Remove product(s) from shopping cart","Ta bort produkt(er) från varukorg"
"Require Customer To Be Logged In To Checkout","Kräv att kunden är inloggad för att gå genom kassan."
"Retrieve information about shopping cart","Hämta information om varukorg"
"Review Order","Granska beställning"
"Review Order - %s","Granska beställning - %s"
"Sales","Försäljning"
"Save Condition","Spara villkor"
"Save in address book","Spara i adressboken"
"See price before order confirmation.","Se pris innan orderbekräftelse."
"Select Address","Välj adress"
"Select Addresses","Välj adresser"
"Select Shipping Method","Välj fraktsätt"
"Select State/Province...","Välj region..."
"Select a billing address from your address book or enter a new address.","Välj fakturaadress från adressboken eller ange en ny adress."
"Select a shipping address from your address book or enter a new address.","Välj en leveranssadress från adressboken eller ange en ny adress."
"Send Payment Failed Email Copy Method","Metod för att skicka kopia av e-post för misslyckad betalning"
"Send Payment Failed Email Copy To","Mottagare kopia av e-post för misslyckad betalning"
"Send To","Skicka till"
"Separate by "","".","Separera med "",""."
"Set customer for shopping cart","Ange kund för varukorg"
"Set customer's addresses in shopping cart","Ange kunds adresser för varukorg"
"Set payment method","Ange betalningssätt"
"Set shipping method","Ange fraktsätt"
"Ship to Multiple Addresses","Leverera till flera adresser"
"Ship to different address","Leverera till annan adress"
"Ship to this address","Leverera till denna adress"
"Shipping Address","Leveransadress"
"Shipping Information","Leveransadress"
"Shipping Method","Fraktsätt"
"Shipping Methods","Fraktsätt"
"Shipping To","Leverans till"
"Shipping information","Leveransadress"
"Shipping method has not been selected yet","Ett fraktsätt har inte valts än"
"Shipping methods in shopping cart","Fraktsätt i varukorg"
"Shipping selection is not applicable.","Val av leverans är inte tillämpligt."
"Shopping Cart","Varukorg"
"Shopping Cart Form Before","Shopping Cart Form Before"
"Shopping Cart Sidebar","Varukorg i sidoblock"
"Shopping Cart Sidebar Extra Actions","Extra åtgärder för varukorg i sidoblock"
"Shopping Cart is Empty","Din varukorg är tom"
"Shopping cart ability to set coupon code","Möjlighet att ange kupongkod i varukorg"
"Show Content as","Visa innehåll som"
"Some of the requested products are not available in the desired quantity.","Några av produkterna finns inte i det önskade antalet."
"Some of the requested products are unavailable.","Några av produkterna är inte tillgängliga."
"Some products quantities were recalculated because of quantity increment mismatch","Some products quantities were recalculated because of quantity increment mismatch"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Tyvärr är det inte tillåtet för gäster att gå genom kassan. Skapa ett konto eller kontakta oss om det uppstod ett fel."
"Sorry, no quotes are available for this order at this time.","Tyvärr är det för närvarande inte möjligt att få ett pris för denna beställning."
"State/Province","Region"
"Status","Status"
"Store View","Butiksvy"
"Street Address","Gatuadress"
"Street Address %s","Gatuadress %s"
"Submitting order information...","Skickar beställningen..."
"Subtotal","Deltotal"
"Subtotal must exceed minimum order amount","Deltotal måste vara högre än minimum belopp för beställning"
"Telephone","Telefon"
"Terms and Conditions","Köpvillkor"
"Terms and Conditions Information","Information köpvillkor"
"Terms and conditions","Köpvillkor"
"Text","Text"
"Thank you for your purchase!","Tack för ditt köp!"
"The condition has been deleted","Villkoret har tagits bort"
"The condition has been saved.","Villkoret har sparats."
"The onepage checkout is disabled.","Den förenklade kassan är inte aktiv."
"The product could not be found.","Produkten kunde inte hittas."
"The product does not exist.","Produkten finns inte."
"There are <a href=""%s"">%s items</a> in your cart.","Det finns <a href=""%s""><strong>%s artiklar</strong></a> i din varukorg."
"There is <a href=""%s"">1 item</a> in your cart.","Du har <a href=""%s""><strong>1 artikel</strong></a> i din varukorg."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","Det finns redan ett konto som använder den här e-postadressen. Logga in med den e-postadressen eller skapa ett konto med en annan e-postadress."
"There was an error processing your order. Please contact us or try again later.","Ett fel uppstod när din beställning skulle behandlas. Vänligen kontakta oss eller försök igen senare."
"This condition no longer exists.","Villkoret finns inte längre."
"Total","Totalt"
"Total for this address","Totalt för denna adress"
"Unable to set Payment Method.","Det gick inte att ange betalningssätt."
"Unit Price","Enhetspris"
"Update Cart","Uppdatera varukorg"
"Update Qty &amp; Addresses","Uppdatera antal &amp; adresser"
"Update Shopping Cart","Uppdatera varukorg"
"Update Total","Uppdatera totalt"
"Update product quantities in shopping cart","Uppdatera antal för produkter i varukorg"
"Update product(s) quantities in shopping cart","Uppdatera antal produkter i varukorg"
"Use Billing Address","Använd fakturaadress"
"VAT Number","VAT nr."
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","En orderbekräftelse skickas så snart vi behandlat din order. När ordern levereras skickar vi även en leveransbekräftelse. I leveransbekräftelsen bifogas kolli-id och en länk så att du kan spåra ditt paket."
"What's this?","Vad är detta?"
"You have no items in your shopping cart.","Du har inga artiklar i din varukorg."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Du kommer att få en orderbekräftelse till din e-postadress med detaljerna för din beställning."
"Your Checkout Progress","Steg i kassan"
"Your billing agreement # is: %s.","Your billing agreement # is: %s."
"Your order # is: %s.","Ditt beställningsnr. är: %s."
"Your order cannot be completed at this time as there is no payment methods available for it.","Din beställning kan tyvärr inte slutföras för tillfället. Det finns inga tillgängliga betalningssätt."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Din beställning kan tyvärr inte slutföras för tillfället eftersom det inte finns några tillgängliga fraktsätt. Vänligen ändra din leveransadress och försök igen."
"Your order has been received.","Vi har mottagit din beställning."
"Your order number is ","Ditt beställningsnr. är"
"Your recurring payment profiles:","Your recurring payment profiles:"
"Zip/Postal Code","Postnummer"
