"OAuth authorization simple for admin","OAuth autorizzazione semplice per l\'admin"
"Password","Password"
"Permissions","Autorizzazioni"
"Please login to proceed authorization.","Accedi per procedere all\'autorizzazione."
"Please select needed row(s).","Selezionare la riga o le righe necessarie."
"Please select revoke status.","Selezionare lo stato revoca."
"REST - My Apps","REST – Mie app"
"REST - OAuth Authorized Tokens","REST - OAuth Tokens autorizzate"
"REST - OAuth Consumers","REST - OAuth utenti"
"Reject","Rifiutato"
"Reject OAuth token authorization","OAuth token autorizzazione rifiutata"
"Reject authorization","Rifiuta autorizzazione"
"Reject token authorization Pop Up for admin","Rifiuta autorizzazione token Pop Up per l\'admin"
"Reject token authorization for admin","Rifiuta autorizzazione token per l\'admin"
"Rejected Callback URL","Callback URL rifiutato"
"Rejection Of Authorization","Rifiuto di autorizzazione"
"Revoked","Revocato"
"Role Name","Nome ruolo"
"Save","Salva"
"Save and Continue Edit","Salva e continua la modifica"
"Secret","Segreto"
"Selected entries enabled.","Voci selezionate abilitate."
"Selected entries has been deleted.","Le voci selezionate sono state cancellate."
"Selected entries revoked.","Le voci selezionate sono state revocate."
"Status","Stato"
"System","Sistema"
"The application access request is rejected.","La richiesta di accesso dell\'applicazione è stata rifiutata."
"The consumer has been deleted.","L\'utente è stato cancellato."
"The consumer has been saved.","L\'utente è stato salvato."
"Token Status Change","Modifica stato Token"
"Token Status Change Email Template","Modifica stato Token Email Template"
"Unable to find a consumer.","Impossibile trovare un utente."
"User ID","ID utente"
"User Name","Nome utente"
"User Type","Tipo utente"
"Verifier code: %s","Codice di verifica: %s"
"You have no applications.","Non hai nessuna applicazione."
"deleted","Cancellato"
"enabled","abilitato"
"revoked","revocato"
