"Item Subtotal Including Tax","Subtotale articolo tasse incluse"
"Label","Etichetta"
"Last Logged In","Ultimo accesso"
"Last Name","Cognome"
"Low Stock Date","Data scorte in esaurimento"
"Manage Stock","Gestisci scorte"
"Maximum Qty Allowed in Shopping Cart","Qtà massima consentita nel carrello"
"Minimum Qty Allowed in Shopping Cart","Qtà minima consentita nel carrello"
"New Role","Nuovo ruolo"
"Notify for Quantity Below","Notifica per quantità inferiore"
"OAuth","OAuth"
"Order","Ordine"
"Order Addresses","Indirizzi ordine"
"Order Comments","Commenti ordine"
"Order Currency","Valuta ordine"
"Order Date","Data ordine"
"Order ID","ID ordine"
"Order ID (internal)","ID ordine (interno)"
"Order Item ID","ID articolo ordine"
"Order Items","Articoli ordine"
"Order Status","Stato ordine"
"Ordered Qty","Qtà ordinata"
"Orders","Ordini"
"Original Price","Prezzo originale"
"Parent Order Item ID","ID articolo ordine genitore"
"Payment Method","Metodo di pagamento"
"Phone Number","Numero di telefono"
"Placed from IP","Effettuato da IP"
"Please enter a valid number in ""max_sale_qty"" field","Inserire un numero valido nel campo ""max_sale_qty"""
"Please enter a valid number in ""min_qty"" field","Inserire un numero valido nel campo ""min_qty"""
"Please enter a valid number in ""min_sale_qty"" field","Inserire un numero valido nel campo ""min_sale_qty"""
"Please enter a valid number in ""notify_stock_qty"" field","Inserire un numero valido nel campo ""notify_stock_qty"""
"Please use numbers only in ""category_id"" field.","Utilizzare solo numeri nel campo ""category_id""."
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","Utilizzare solo numeri nel campo ""qty_increments"". Si prega di evitare spazi o altri caratteri come punti o virgole."
"Position","Posizione"
"Price","Prezzo"
"Price Including Tax","Prezzo tasse incluse"
"Product","Prodotti"
"Product Category","Categoria prodotto"
"Product ID","ID prodotto"
"Product Image","Immagine prodotto"
"Product Type","Tipo prodotto"
"Product URL","URL prodotto"
"Product Website","Sito web prodotto"
"Product and Custom Options Name","Nome prodotto e opzioni personalizzate"
"Qty","Qtà"
"Qty Increments","Incrementi qtà"
"Qty Uses Decimals","Qtà usa decimali"
"Qty for Item's Status to Become Out of Stock","Qtà per lo stato degli articoli per diventare non disponibili"
"REST - Attributes","REST – Attributi"
"REST - Roles","REST – Ruoli"
"REST ACL Attributes","REST ACL attributi"
"REST Attributes","REST Attributi"
"REST Role","REST Ruolo"
"REST Roles","REST Ruoli"
"REST Roles Information","REST informazioni ruoli"
"Read","Leggere"
"Refunded Qty","Qtà rimborsata"
"Regular Price With Tax","Prezzo pieno tasse incluse"
"Regular Price Without Tax","Prezzo pieno tasse escluse"
"Rest Roles","Rest Regole"
"Retrieve","Recuperare"
"Role ""%s"" no longer exists","Il ruolo ""%s"" non esiste più"
"Role ""%s"" not found.","Ruolo ""%s"" non trovato."
"Role API Resources","Risorse ruolo API"
"Role Info","Info ruolo"
"Role Information","Informazioni ruolo"
"Role Name","Nome ruolo"
"Role Users","Utenti ruolo"
"Role has been deleted.","Il ruolo è stato cancellato."
"Roles","Ruoli"
"SKU","SKU"
"Salability Status","Stato di vendibilità"
"Sales","Vendite"
"Save","Salva"
"Shipped Qty","Qtà spedita"
"Shipping Amount","Importo spedizione"
"Shipping Discount","Sconto spedizione"
"Shipping Including Tax","Spedizione tasse incluse"
"Shipping Method","Metodo di spedizione"
"Shipping Tax","Tasse di spedizione"
"State","Stato"
"Stock Availability","Disponibilità scorte"
"Stock ID","ID scorte"
"Stock Item","Scorte articolo"
"Stock Status","Stato scorte"
"Store Currency to Order Currency Rate","Valuta del negozio per ordinare tassi valuta"
"Store Name","Nome negozio"
"Street","Via"
"Subtotal","Subtotale"
"Subtotal Including Tax","Subtotale tasse incluse"
"System","Sistema"
"Tax Amount","Importo tasse"
"Tax Name","Nome tasse"
"Tax Percent","Percentuale tasse"
"Tax Rate","Aliquota"
"The ""enable_qty_increments"" field must be set to 0 or 1.","Il campo ""enable_qty_increments"" deve essere impostato a 0 o a 1."
"The ""is_decimal_divided"" field must be set to 0 or 1.","Il campo ""is_decimal_divided"" deve essere impostato a 0 o a 1."
"The ""is_in_stock"" field must be set to 0 or 1.","Il campo ""is_in_stock"" deve essere impostato a 0 o a 1."
"The ""is_qty_decimal"" field must be set to 0 or 1.","Il campo ""is_qty_decimal"" deve essere impostato a 0 o a 1."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","Il campo ""is_qty_decimal"" deve essere impostato a 0, 1, o a 2."
"The ""manage_stock"" field must be set to 0 or 1.","Il campo ""manage_stock"" deve essere impostato a 0 o a 1."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","Il campo ""stock_status_changed_auto"" deve essere impostato a 0 o a 1."
"The ""use_config_backorders"" field must be set to 0 or 1.","Il campo ""use_config_backorders"" deve essere impostato su 0 o a 1."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","Il campo ""use_config_enable_qty_inc"" deve essere impostato a 0 o a 1."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","Il campo ""use_config_manage_stock"" deve essere impostato a 0 o a 1."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","Il campo ""use_config_max_sale_qty"" deve essere impostato a 0 o a 1."
"The ""use_config_min_qty"" field must be set to 0 or 1.","Il campo ""use_config_min_qty"" deve essere impostato a 0 o a 1."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","Il campo ""use_config_min_sale_qty"" deve essere impostato a 0 o a 1."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","Il campo ""use_config_notify_stock_qty"" deve essere impostato a 0 o a 1."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","Il campo ""use_config_qty_increments"" deve essere impostato a 0 o a 1."
"The attribute rules were saved.","Le regole attributo sono state salvate."
"The role has been saved.","Il ruolo è stato salvato."
"The role is a special one and not for assigning it to admin users.","Il ruolo è speciale e non è fatto per essere assegnato agli admin."
"Total Due","Totale dovuto"
"Total Paid","Totale pagato"
"Total Refunded","Totale rimborsato"
"Total Reviews Count","Conteggio totale recensioni"
"Type","Tipo"
"URL","URL"
"Update","Aggiorna"
"Use Config Settings for Allow Gift Message","Usa le impostazioni di configurazione per consentire messaggi regalo"
"Use Config Settings for Allow Gift Wrapping","Usa le impostazioni di configurazione per consentire la confezione regalo"
"Use Config Settings for Backorders","Usa le impostazioni di configurazione per i Backorders"
"Use Config Settings for Enable Qty Increments","Usa le impostazioni di configurazione per abilitare gli incrementi di qtà"
"Use Config Settings for Manage Stock","Usa le impostazioni di configurazione per gestire le scorte"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","Usa le impostazioni di configurazione per la qtà massima consentita nel carrello"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","Usa le impostazioni di configurazione per la qtà minima consentita nel carrello"
"Use Config Settings for Notify for Quantity Below","Usa le impostazioni di configurazione per le notifiche di qtà inferiore"
"Use Config Settings for Qty Increments","usa le impostazioni di configurazione per gli incrementi di qtà"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","Usa le impostazioni di configurazione per la qtà dello stato dell\'articolo perché sia non disponibile"
"User Type","Tipo utente"
"User type ""%s"" no longer exists","Tipo utente ""%s"" non esiste più"
"User type ""%s"" not found.","Tipo utente ""%s"" non trovato."
"Web Services","Servizi web"
"Web services","Servizi web"
"Write","Scrivi"
"ZIP/Postal Code","ZIP/CAP"
