"Maximum Display Recently Added Item(s)","Visualizzazione massima articoli aggiunti di recente"
"Maximum qty allowed for Shipping to multiple addresses is %s","La qtà massima consentita per la spedizione a diversi indirizzi è %s"
"Minimum order amount is %s","L\'importo minimo per l\'ordine è %s"
"Move","Sposta"
"Move to Wishlist","Sposta nella Wishlist"
"Multishipping Checkout","Checkout con spedizioni multiple"
"Multishipping Checkout Address (Any) Form","Modulo Checkout spedizioni multiple indirizzo (qualsiasi)"
"Multishipping Checkout Billing Address Creation","Creazione indirizzo fatturazione Checkout con spedizioni multiple"
"Multishipping Checkout Billing Address Edit Form","Modifica modulo inirizzo di fatturazione Checkout con spedizioni multiple"
"Multishipping Checkout Billing Address Selection","Selezione indirizzo di fatturazione Checkout con spedizioni multiple"
"Multishipping Checkout Billing Information Step","Passo informazioni fatturazione Checkout con spedizioni multiple"
"Multishipping Checkout Customer Address Edit Form","Modifica modulo indirizzo cliente Checkout con spedizioni multiple"
"Multishipping Checkout Overview","Panoramica Checkout con spedizioni multiple "
"Multishipping Checkout Shipping Address Creation","Creazione indirizzo fatturazione Checkout con spedizioni multiple "
"Multishipping Checkout Shipping Address Edit Form","Modifica modulo indirizzo di fatturazione Checkout con spedizioni multiple "
"Multishipping Checkout Shipping Address Selection","Selezione indirizzo di spedizione Checkout con spedizioni multiple  "
"Multishipping Checkout Shipping Information Step","Passo informazioni spedizione Multishipping Checkout "
"Multishipping Checkout Success","Checkout con spedizioni multiple  riuscito"
"My Cart","Il mio carrello"
"My Cart (%s item)","Il mio carrello (%s articolo(i))"
"My Cart (%s items)","Il mio carrello (%s articoli)"
"My Cart Extra Actions","Azioni Extra Carrello"
"My Cart Link","Il mio carrello Link"
"New Address","Nuovo indirizzo"
"New Condition","Nuova condizione"
"New Terms and Conditions","Nuovi termini e condizioni"
"No Payment Methods","Nessun metodo di pagamento"
"ORDER TOTAL WILL BE DISPLAYED BEFORE YOU SUBMIT THE ORDER","IL TOTALE DELL\'ORDINE VERRÀ VISUALIZZATO PRIMA DI INVIARE L\'ORDINE"
"One Page Checkout","One Page Checkout"
"One Page Checkout Failure","One Page Checkout non riuscito"
"One Page Checkout Overview","One Page Checkout panoramica"
"One Page Checkout Success","One Page Checkout riuscito"
"One item of products do not have identifier or sku","Un articolo dei prodotti non ha identificativo o sku"
"One item of products is not belong any of quote item","Un articolo dei prodotti non fa parte di nessun articolo citato"
"Order #","Ordine #"
"Order Review","Rivedi ordine"
"Order Success","Ordine riuscito"
"Order place error.","Errore creazione ordine."
"Other Items in Your Order","Altri articoli nel tuo ordine"
"Overview Items After","Panoramica oggetti seguenti"
"Password","Password"
"Payment Failed Email Reciever","Pagamento non riuscito destinatario email"
"Payment Failed Email Sender","Pagamento non riuscito mittente email"
"Payment Failed Emails","Emai pagamento non riuscito"
"Payment Failed Template","Template pagamento non riuscito"
"Payment Information","Informazioni di pagamento"
"Payment Method","Metodo di pagamento"
"Payment Methods After Checkout Button","Metodi di pagamento dopo il pulsante di Checkout"
"Payment Methods Before Checkout Button","Metodi di pagamento prima del pulsante di Checkout"
"Payment method information","Informazioni metodo di pagamento"
"Payment method is not defined","Metodo di pagamento non definito"
"Payment methods in shopping cart","Metodi di pagamento nel carrello"
"Payment profile # %s: ""%s"".","Profilo pagamento # %s: ""%s""."
"Place Order","Effettua ordine"
"Please agree to all Terms and Conditions before placing the order.","Accetta tutti i termini e le condizioni prima di effettuare l\'ordine."
"Please agree to all Terms and Conditions before placing the orders.","Accetta tutti i termini e le condizioni prima di effettuare gli ordini."
"Please agree to all the terms and conditions before placing the order.","Accetta tutti i termini e le condizioni prima di effettuare l\'ordine."
"Please check billing address information.","Verificare l\'indirizzo di fatturazione."
"Please check shipping address information.","Verificare l\'indirizzo di spedizione."
"Please check shipping addresses information.","Verificare gli indirizzi di spedizione."
"Please choose to register or to checkout as a guest","Scegliere se registrarsi o fare il checkout come ospite"
"Please log in below:","Accedi:"
"Please select region, state or province","Seleziona regione, stato o provincia"
"Please select shipping address for applicable items","Seleziona un indirizzo di spedizione applicabile agli articoli"
"Please select shipping methods for all addresses","Seleziona i metodi di pagamento per tutti gli indirizzi"
"Please select valid payment method.","Selezionare un metodo di pagamento valido."
"Please specify payment method.","Specificare un metodo di pagamento."
"Please specify shipping method.","Specificare un metodo di spedizione."
"Please specify shipping methods for all addresses.","Specificare i metodi di spedizione per tutti gli indirizzi."
"Price","Prezzo"
"Proceed to Checkout","Procedi al Checkout"
"Product","Prodotto"
"Product Name","Nome prodotto"
"Products","Prodotti"
"Qty","Qtà"
"Qty:","Qtà:"
"Quantity was recalculated from %d to %d","La quantità è stata ricalcolata da %d a %d"
"Quote Lifetime (days)","Durata dichiarata (giorni)"
"Quote item does not exist.","L\'articolo dichiarato non esiste."
"Quote item is not found.","L\'articolo dichiarato non è stato trovato."
"Recently added item(s)","Articoli aggiunti di recente"
"Register","Registrati"
"Register and save time!","Registrati e risparmia tempo!"
"Register to Create an Account","Register to Create an Account"
"Register with us for future convenience:","Registrati con noi per i vantaggi futuri:"
"Remove Item","Rimuovi articolo"
"Remove This Item","Rimuovi questo articolo"
"Remove coupon code from shopping cart","Rimuovi codice coupon dal carrello"
"Remove item","Rimuovi articolo"
"Remove product from shopping cart","Rimuovi prodotto dal carrello"
"Remove product(s) from shopping cart","Rimuovi prodotto dal carrello"
"Require Customer To Be Logged In To Checkout","Richiedi al cliente di essere connesso per il checkout"
"Retrieve information about shopping cart","Recupera informazioni sul carrello"
"Review Order","Rivedi ordine"
"Review Order - %s","Rivedi ordine - %s"
"Sales","Vendite"
"Save Condition","Salva condizione"
"Save in address book","Salva nella rubrica"
"See price before order confirmation.","Vedi prezzo prima della conferma dell\'ordine."
"Select Address","Seleziona indirizzo"
"Select Addresses","Seleziona indirizzi"
"Select Shipping Method","Seleziona metodo di spedizione"
"Select State/Province...","Seleziona Stato/Provincia..."
"Select a billing address from your address book or enter a new address.","Seleziona un indirizzo di fatturazione dalla tua rubrica o inserisci un nuovo indirizzo."
"Select a shipping address from your address book or enter a new address.","Seleziona un indirizzo di spedizione dalla tua rubrica o inserisci un nuovo indirizzo."
"Send Payment Failed Email Copy Method","Invia una copia via email del metodo di pagamento non riuscito"
"Send Payment Failed Email Copy To","Invia via email una copia del pagamento non riuscito a"
"Send To","Invia a"
"Separate by "","".","Separato da "",""."
"Set customer for shopping cart","Impostazioni cliente per il carrello"
"Set customer's addresses in shopping cart","Imposta gli indirizzi del cliente nel carrello"
"Set payment method","Imposta metodo di pagamento"
"Set shipping method","Imposta metodo di spedizione"
"Ship to Multiple Addresses","Spedisci a più indirizzi"
"Ship to different address","Spedisci ad un indirizzo diverso"
"Ship to this address","Spedisci a questo indirizzo"
"Shipping Address","Indirizzo di spedizione"
"Shipping Information","Informazioni di spedizione"
"Shipping Method","Metodo di spedizione"
"Shipping Methods","Metodi di spedizione"
"Shipping To","Spedizione verso"
"Shipping information","Informazioni spedizione"
"Shipping method has not been selected yet","Il metodo di spedizione non è stato ancora selezionato"
"Shipping methods in shopping cart","Metodi di spedizione nel carrello"
"Shipping selection is not applicable.","Selezione spedizione non applicabile"
"Shopping Cart","Carrello"
"Shopping Cart Form Before","Modulo precedente carrello"
"Shopping Cart Sidebar","Sidebar carrello"
"Shopping Cart Sidebar Extra Actions","Azioni extra barra laterale carrello"
"Shopping Cart is Empty","Il carrello è vuoto"
"Shopping cart ability to set coupon code","Capacità del carrello di impostare il codice coupon"
"Show Content as","Mostra contenuto come"
"Some of the requested products are not available in the desired quantity.","Alcuni dei prodotti richiesti non sono disponibili nella quantità desiderata."
"Some of the requested products are unavailable.","Alcuni dei prodotti richiesti non sono disponibili."
"Some products quantities were recalculated because of quantity increment mismatch","La quantità di alcuni prodotti è stata ricalcolata a causa della mancata corrispondenza con la quantità di incremento"
"Sorry, guest checkout is not enabled. Please try again or contact store owner.","Ci dispiace, il checkout come ospite non è abilitato. Riprova o contatta il responsabile del negozio."
"Sorry, no quotes are available for this order at this time.","Ci dispiace, non è disponibile nessun preventivo per questo ordine al momento."
"State/Province","Stato/Provincia"
"Status","Stato"
"Store View","Vista negozio"
"Street Address","Indirizzo"
"Street Address %s","Indirizzo %s"
"Submitting order information...","Presenta informazioni ordine..."
"Subtotal","Subtotale"
"Subtotal must exceed minimum order amount","Il subtotale deve essere superiore all\'importo minimo per effettuare l\'ordine"
"Telephone","Telefono"
"Terms and Conditions","Termini e condizioni"
"Terms and Conditions Information","Informazioni termini e condizioni"
"Terms and conditions","Termini e condizioni"
"Text","Testo"
"Thank you for your purchase!","Ti ringraziamo per il tuo acquisto!"
"The condition has been deleted","La condizione è stata cancellata"
"The condition has been saved.","La condizione è stata salvata."
"The onepage checkout is disabled.","La onepage checkout è disabilitata."
"The product could not be found.","Il prodotto non è stato trovato."
"The product does not exist.","Il prodotto non esiste."
"There are <a href=""%s"">%s items</a> in your cart.","Ci sono <a href=""%s"">%s articoli</a> nel tuo carrello."
"There is <a href=""%s"">1 item</a> in your cart.","C'è <a href=""%s"">1 articolo</a> nel tuo carrello."
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","C\'è già un cliente registrato che utilizza questo indirizzo email. Accedi usando questo indirizzo email o inserisci un diverso indirizzo email per creare un account."
"There was an error processing your order. Please contact us or try again later.","Si è verificato un errore durante l\'elaborazione del tuo ordine. Contattaci o prova di nuovo più tardi."
"This condition no longer exists.","Questa condizione non esiste più."
"Total","Totale"
"Total for this address","Totale per questo indirizzo"
"Unable to set Payment Method.","Impossibile impostare il metodo di pagamento."
"Unit Price","Prezzo unitario"
"Update Cart","Aggiorna il carrello"
"Update Qty &amp; Addresses","Aggiorna Qtà &amp; indirizzi"
"Update Shopping Cart","Aggiorna carrello"
"Update Total","Aggiorna totale"
"Update product quantities in shopping cart","Aggiorna quantità prodotti nel carrello"
"Update product(s) quantities in shopping cart","Aggiorna quantità prodotto/i nel carrello"
"Use Billing Address","Utilizza indirizzo di fatturazione"
"VAT Number","Numero partita IVA"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Stiamo elaborando il tuo ordine a breve riceverai un email con i dettagli dell\'ordine. Una volta che l\'ordine sarà spedito riceverai un altra email con il link per seguirne i progressi."
"What's this?","Che cos'è questo?"
"You have no items in your shopping cart.","Non hai articoli nel carrello."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Riceverai una conferma dell'ordine via email con i dettagli del tuo ordine e il link per seguirne i progressi."
"Your Checkout Progress","Stato Checkout"
"Your billing agreement # is: %s.","Il tuo accordo di fatturazione # è: %s."
"Your order # is: %s.","Il tuo # ordine è: %s."
"Your order cannot be completed at this time as there is no payment methods available for it.","Il tuo ordine non può essere completato in questo momento perché non ci sono metodi di pagamento disponibili per esso."
"Your order cannot be completed at this time as there is no shipping methods available for it. Please make necessary changes in your shipping address.","Il tuo ordine non può essere completato in questo momento perché non ci sono metodi di spedizioni disponibili per esso. Devi modificare il tuo indirizzo di spedizione ."
"Your order has been received.","Il tuo ordine è stato ricevuto."
"Your order number is ","Il tuo numero d\'ordine è"
"Your recurring payment profiles:","I tuoi profili di pagamento ricorrenti:"
"Zip/Postal Code","CAP"
